x1,y1,x2,y2,ClassId,Path
182,103,203,124,12,output_folder5\merged_image8PT7AZ.png
230,101,254,125,10,output_folder5\merged_image8PT7AZ.png
5,88,41,124,2,output_folder5\merged_imageNTC76J.png
67,84,115,129,11,output_folder5\merged_imageNTC76J.png
140,92,170,121,37,output_folder5\merged_imageNTC76J.png
196,83,247,129,22,output_folder5\merged_imageNTC76J.png
273,89,308,124,7,output_folder5\merged_imageNTC76J.png
6,92,29,115,20,output_folder5\merged_imageHA4TZH.png
59,84,100,125,34,output_folder5\merged_imageHA4TZH.png
131,76,186,132,1,output_folder5\merged_imageHA4TZH.png
219,73,284,134,13,output_folder5\merged_imageHA4TZH.png
316,93,333,114,17,output_folder5\merged_imageHA4TZH.png
5,103,24,123,4,output_folder5\merged_imageUZ0AGG.png
52,95,90,131,18,output_folder5\merged_imageUZ0AGG.png
119,97,154,129,4,output_folder5\merged_imageUZ0AGG.png
182,89,229,136,1,output_folder5\merged_imageUZ0AGG.png
5,91,45,130,2,output_folder5\merged_imageNTZ7S7.png
77,89,121,134,4,output_folder5\merged_imageNTZ7S7.png
151,103,168,120,25,output_folder5\merged_imageNTZ7S7.png
198,92,240,130,29,output_folder5\merged_imageNTZ7S7.png
271,102,290,121,38,output_folder5\merged_imageNTZ7S7.png
321,91,365,131,2,output_folder5\merged_imageNTZ7S7.png
8,74,74,134,26,output_folder5\merged_imageYD4OR6.png
98,83,138,123,38,output_folder5\merged_imageYD4OR6.png
161,83,202,124,42,output_folder5\merged_imageYD4OR6.png
224,93,243,113,1,output_folder5\merged_imageYD4OR6.png
265,86,304,120,30,output_folder5\merged_imageYD4OR6.png
5,91,44,129,3,output_folder5\merged_imageNYP096.png
75,96,102,123,13,output_folder5\merged_imageNYP096.png
131,97,156,122,12,output_folder5\merged_imageNYP096.png
186,95,223,126,25,output_folder5\merged_imageNYP096.png
252,93,290,127,30,output_folder5\merged_imageNYP096.png
320,94,354,126,12,output_folder5\merged_imageNYP096.png
6,75,63,133,14,output_folder5\merged_imageWCCTI0.png
88,93,111,115,5,output_folder5\merged_imageWCCTI0.png
135,80,183,128,1,output_folder5\merged_imageWCCTI0.png
5,86,32,113,10,output_folder5\merged_image5PU073.png
62,90,83,111,38,output_folder5\merged_image5PU073.png
112,91,129,110,17,output_folder5\merged_image5PU073.png
159,81,197,119,10,output_folder5\merged_image5PU073.png
232,52,331,149,2,output_folder5\merged_image5PU073.png
369,67,445,134,30,output_folder5\merged_image5PU073.png
11,46,113,150,12,output_folder5\merged_imageKQDYUE.png
135,74,183,122,2,output_folder5\merged_imageKQDYUE.png
202,87,224,109,8,output_folder5\merged_imageKQDYUE.png
243,69,303,127,4,output_folder5\merged_imageKQDYUE.png
322,84,350,113,35,output_folder5\merged_imageKQDYUE.png
367,89,385,107,5,output_folder5\merged_imageKQDYUE.png
6,119,67,174,13,output_folder5\merged_imageY0TLLD.png
92,127,128,166,38,output_folder5\merged_imageY0TLLD.png
152,128,190,166,8,output_folder5\merged_imageY0TLLD.png
220,103,317,190,18,output_folder5\merged_imageY0TLLD.png
347,136,368,159,34,output_folder5\merged_imageY0TLLD.png
393,134,416,159,33,output_folder5\merged_imageY0TLLD.png
5,126,52,173,37,output_folder5\merged_imageSHWALK.png
82,138,105,160,15,output_folder5\merged_imageSHWALK.png
138,109,214,189,5,output_folder5\merged_imageSHWALK.png
250,115,317,182,38,output_folder5\merged_imageSHWALK.png
351,119,416,178,30,output_folder5\merged_imageSHWALK.png
448,137,472,161,16,output_folder5\merged_imageSHWALK.png
7,87,64,144,3,output_folder5\merged_image7ENHAF.png
96,101,124,130,36,output_folder5\merged_image7ENHAF.png
154,98,190,134,7,output_folder5\merged_image7ENHAF.png
220,92,266,140,12,output_folder5\merged_image7ENHAF.png
297,100,327,131,5,output_folder5\merged_image7ENHAF.png
357,104,379,126,1,output_folder5\merged_image7ENHAF.png
6,91,40,125,41,output_folder5\merged_imageL1J1NK.png
68,92,109,124,13,output_folder5\merged_imageL1J1NK.png
142,54,251,162,14,output_folder5\merged_imageL1J1NK.png
284,95,309,120,10,output_folder5\merged_imageL1J1NK.png
345,48,470,169,35,output_folder5\merged_imageL1J1NK.png
506,95,532,121,5,output_folder5\merged_imageL1J1NK.png
6,66,56,120,3,output_folder5\merged_image1BYJU2.png
76,65,139,122,28,output_folder5\merged_image1BYJU2.png
159,82,181,104,10,output_folder5\merged_image1BYJU2.png
207,30,326,157,10,output_folder5\merged_image1BYJU2.png
353,79,380,106,25,output_folder5\merged_image1BYJU2.png
400,85,416,100,5,output_folder5\merged_image1BYJU2.png
5,97,28,119,40,output_folder5\merged_image02RAI9.png
55,94,89,124,27,output_folder5\merged_image02RAI9.png
117,87,158,130,28,output_folder5\merged_image02RAI9.png
185,90,227,127,22,output_folder5\merged_image02RAI9.png
255,95,280,121,34,output_folder5\merged_image02RAI9.png
5,85,25,105,15,output_folder5\merged_imageA4GS8S.png
44,78,83,113,11,output_folder5\merged_imageA4GS8S.png
103,64,173,127,29,output_folder5\merged_imageA4GS8S.png
197,57,289,135,12,output_folder5\merged_imageA4GS8S.png
313,81,341,110,2,output_folder5\merged_imageA4GS8S.png
5,84,33,112,1,output_folder5\merged_image2LGVX2.png
49,74,97,122,31,output_folder5\merged_image2LGVX2.png
115,64,187,131,2,output_folder5\merged_image2LGVX2.png
206,71,258,124,9,output_folder5\merged_image2LGVX2.png
275,83,305,112,9,output_folder5\merged_image2LGVX2.png
322,88,340,107,41,output_folder5\merged_image2LGVX2.png
6,85,42,126,33,output_folder5\merged_image8FV770.png
67,93,90,118,38,output_folder5\merged_image8FV770.png
118,71,186,140,39,output_folder5\merged_image8FV770.png
214,78,269,133,14,output_folder5\merged_image8FV770.png
295,93,318,116,5,output_folder5\merged_image8FV770.png
5,92,39,122,13,output_folder5\merged_imageYOP7Y9.png
70,92,102,123,1,output_folder5\merged_imageYOP7Y9.png
132,96,154,119,9,output_folder5\merged_imageYOP7Y9.png
6,86,31,108,23,output_folder5\merged_imageXWO550.png
46,85,67,107,13,output_folder5\merged_imageXWO550.png
89,40,200,153,12,output_folder5\merged_imageXWO550.png
5,88,39,118,28,output_folder5\merged_imageS2U74P.png
68,89,95,116,35,output_folder5\merged_imageS2U74P.png
125,85,161,121,10,output_folder5\merged_imageS2U74P.png
190,87,220,118,35,output_folder5\merged_imageS2U74P.png
5,92,40,129,9,output_folder5\merged_imageFVAUM0.png
70,97,97,124,38,output_folder5\merged_imageFVAUM0.png
127,96,154,125,2,output_folder5\merged_imageFVAUM0.png
183,94,218,128,13,output_folder5\merged_imageFVAUM0.png
6,434,31,459,9,output_folder5\merged_imageQ3NJCL.png
61,426,97,467,38,output_folder5\merged_imageQ3NJCL.png
128,432,162,461,31,output_folder5\merged_imageQ3NJCL.png
192,428,229,465,4,output_folder5\merged_imageQ3NJCL.png
6,89,25,109,9,output_folder5\merged_image0QZ1LZ.png
48,83,80,115,31,output_folder5\merged_image0QZ1LZ.png
103,71,164,126,25,output_folder5\merged_image0QZ1LZ.png
6,88,39,117,31,output_folder5\merged_imageHAO887.png
59,65,137,141,0,output_folder5\merged_imageHAO887.png
157,91,180,114,2,output_folder5\merged_imageHAO887.png
197,86,234,121,7,output_folder5\merged_imageHAO887.png
6,101,30,126,3,output_folder5\merged_imageRO06WO.png
58,105,76,123,2,output_folder5\merged_imageRO06WO.png
103,101,131,127,18,output_folder5\merged_imageRO06WO.png
159,103,180,125,4,output_folder5\merged_imageRO06WO.png
6,94,53,130,21,output_folder5\merged_imagePYUY3B.png
80,100,106,124,13,output_folder5\merged_imagePYUY3B.png
134,89,179,136,35,output_folder5\merged_imagePYUY3B.png
206,97,240,128,18,output_folder5\merged_imagePYUY3B.png
5,89,39,123,10,output_folder5\merged_image4GU6NE.png
64,88,102,124,4,output_folder5\merged_image4GU6NE.png
127,94,149,116,9,output_folder5\merged_image4GU6NE.png
7,83,63,138,33,output_folder5\merged_imageCT8XRB.png
89,102,105,117,1,output_folder5\merged_imageCT8XRB.png
131,94,163,127,0,output_folder5\merged_imageCT8XRB.png
189,96,223,126,19,output_folder5\merged_imageCT8XRB.png
248,100,270,121,4,output_folder5\merged_imageCT8XRB.png
297,85,350,136,11,output_folder5\merged_imageCT8XRB.png
5,106,25,127,17,output_folder5\merged_imagePIDW4N.png
55,106,78,126,18,output_folder5\merged_imagePIDW4N.png
109,103,137,128,12,output_folder5\merged_imagePIDW4N.png
168,94,208,138,1,output_folder5\merged_imagePIDW4N.png
238,104,266,129,26,output_folder5\merged_imagePIDW4N.png
6,87,56,132,26,output_folder5\merged_imageR5ZPEY.png
82,79,150,141,28,output_folder5\merged_imageR5ZPEY.png
175,87,225,134,13,output_folder5\merged_imageR5ZPEY.png
5,73,56,124,12,output_folder5\merged_image74N93B.png
73,88,92,108,14,output_folder5\merged_image74N93B.png
110,89,128,107,16,output_folder5\merged_image74N93B.png
153,45,269,151,19,output_folder5\merged_image74N93B.png
6,141,28,163,5,output_folder5\merged_image17V82D.png
58,135,95,169,11,output_folder5\merged_image17V82D.png
125,136,161,168,25,output_folder5\merged_image17V82D.png
6,72,52,124,1,output_folder5\merged_image8LVFL4.png
68,74,113,121,33,output_folder5\merged_image8LVFL4.png
130,88,150,108,4,output_folder5\merged_image8LVFL4.png
7,75,62,133,16,output_folder5\merged_image9V0OTC.png
80,88,112,121,5,output_folder5\merged_image9V0OTC.png
130,83,171,125,12,output_folder5\merged_image9V0OTC.png
188,90,216,117,12,output_folder5\merged_image9V0OTC.png
233,93,254,115,17,output_folder5\merged_image9V0OTC.png
272,95,289,112,23,output_folder5\merged_image9V0OTC.png
6,88,43,124,23,output_folder5\merged_imageMFFV6C.png
72,94,96,119,3,output_folder5\merged_imageMFFV6C.png
125,96,150,117,13,output_folder5\merged_imageMFFV6C.png
184,69,274,143,30,output_folder5\merged_imageMFFV6C.png
308,91,338,121,11,output_folder5\merged_imageMFFV6C.png
368,80,420,132,31,output_folder5\merged_imageMFFV6C.png
6,126,31,151,7,output_folder5\merged_imageAFH7I6.png
46,123,78,153,28,output_folder5\merged_imageAFH7I6.png
93,115,133,161,2,output_folder5\merged_imageAFH7I6.png
148,112,201,164,4,output_folder5\merged_imageAFH7I6.png
216,118,254,157,37,output_folder5\merged_imageAFH7I6.png
6,80,54,121,19,output_folder5\merged_imageRGCS6L.png
73,83,111,118,13,output_folder5\merged_imageRGCS6L.png
130,83,166,118,5,output_folder5\merged_imageRGCS6L.png
5,107,23,126,5,output_folder5\merged_image5N9V5V.png
57,80,125,152,6,output_folder5\merged_image5N9V5V.png
157,100,192,132,1,output_folder5\merged_image5N9V5V.png
224,85,284,148,12,output_folder5\merged_image5N9V5V.png
5,98,36,129,1,output_folder5\merged_imageRATKY6.png
64,82,125,143,17,output_folder5\merged_imageRATKY6.png
152,99,179,126,4,output_folder5\merged_imageRATKY6.png
206,101,229,126,1,output_folder5\merged_imageRATKY6.png
255,103,277,124,35,output_folder5\merged_imageRATKY6.png
5,88,35,118,4,output_folder5\merged_imageF2IY4P.png
64,89,89,116,11,output_folder5\merged_imageF2IY4P.png
119,88,147,117,9,output_folder5\merged_imageF2IY4P.png
6,62,63,124,33,output_folder5\merged_imageQKXC1B.png
86,75,118,109,28,output_folder5\merged_imageQKXC1B.png
140,60,203,125,7,output_folder5\merged_imageQKXC1B.png
226,79,254,107,8,output_folder5\merged_imageQKXC1B.png
5,93,36,128,38,output_folder5\merged_image20IAC0.png
61,97,86,123,4,output_folder5\merged_image20IAC0.png
111,94,149,127,26,output_folder5\merged_image20IAC0.png
174,98,197,122,1,output_folder5\merged_image20IAC0.png
223,97,250,124,12,output_folder5\merged_image20IAC0.png
276,98,301,123,1,output_folder5\merged_image20IAC0.png
5,77,47,116,34,output_folder5\merged_imageHQ88JW.png
71,87,90,106,5,output_folder5\merged_imageHQ88JW.png
115,83,135,111,17,output_folder5\merged_imageHQ88JW.png
159,72,214,123,18,output_folder5\merged_imageHQ88JW.png
239,85,262,108,16,output_folder5\merged_imageHQ88JW.png
5,104,22,123,15,output_folder5\merged_imageZ1Z6EU.png
52,89,110,140,11,output_folder5\merged_imageZ1Z6EU.png
139,99,167,128,10,output_folder5\merged_imageZ1Z6EU.png
6,69,50,113,5,output_folder5\merged_imageLM64WH.png
71,73,112,109,13,output_folder5\merged_imageLM64WH.png
133,67,176,116,9,output_folder5\merged_imageLM64WH.png
199,64,257,119,19,output_folder5\merged_imageLM64WH.png
279,67,331,116,40,output_folder5\merged_imageLM64WH.png
6,95,30,120,3,output_folder5\merged_image12SRFW.png
52,92,82,123,13,output_folder5\merged_image12SRFW.png
104,96,127,120,2,output_folder5\merged_image12SRFW.png
150,87,198,130,31,output_folder5\merged_image12SRFW.png
221,98,243,119,25,output_folder5\merged_image12SRFW.png
6,95,28,117,2,output_folder5\merged_image1MAM3I.png
53,88,84,123,38,output_folder5\merged_image1MAM3I.png
110,81,161,131,7,output_folder5\merged_image1MAM3I.png
187,96,207,116,38,output_folder5\merged_image1MAM3I.png
233,87,271,125,10,output_folder5\merged_image1MAM3I.png
5,92,20,108,3,output_folder5\merged_imageTBD20J.png
47,87,72,112,1,output_folder5\merged_imageTBD20J.png
99,87,124,113,35,output_folder5\merged_imageTBD20J.png
150,89,173,112,7,output_folder5\merged_imageTBD20J.png
200,91,215,107,1,output_folder5\merged_imageTBD20J.png
5,83,35,112,2,output_folder5\merged_image9XAVWV.png
52,76,95,118,1,output_folder5\merged_image9XAVWV.png
111,85,139,110,29,output_folder5\merged_image9XAVWV.png
156,86,177,107,8,output_folder5\merged_image9XAVWV.png
194,88,215,107,13,output_folder5\merged_image9XAVWV.png
6,100,35,125,29,output_folder5\merged_image8MFNLQ.png
64,86,119,141,38,output_folder5\merged_image8MFNLQ.png
152,72,243,155,18,output_folder5\merged_image8MFNLQ.png
276,102,298,124,34,output_folder5\merged_image8MFNLQ.png
332,67,434,159,11,output_folder5\merged_image8MFNLQ.png
467,104,485,122,17,output_folder5\merged_image8MFNLQ.png
6,86,31,109,9,output_folder5\merged_imagePYFHQP.png
47,84,74,111,1,output_folder5\merged_imagePYFHQP.png
92,62,162,133,7,output_folder5\merged_imagePYFHQP.png
182,81,210,113,32,output_folder5\merged_imagePYFHQP.png
6,73,37,104,40,output_folder5\merged_imageQQGD6S.png
52,66,97,111,9,output_folder5\merged_imageQQGD6S.png
113,79,132,98,1,output_folder5\merged_imageQQGD6S.png
147,74,176,104,10,output_folder5\merged_imageQQGD6S.png
192,75,220,102,2,output_folder5\merged_imageQQGD6S.png
235,68,276,108,5,output_folder5\merged_imageQQGD6S.png
6,90,27,106,30,output_folder5\merged_imageXEC67B.png
55,75,102,122,18,output_folder5\merged_imageXEC67B.png
129,73,180,125,2,output_folder5\merged_imageXEC67B.png
6,79,39,113,14,output_folder5\merged_image8VLG6L.png
64,65,128,129,1,output_folder5\merged_image8VLG6L.png
153,87,171,106,2,output_folder5\merged_image8VLG6L.png
195,80,226,113,35,output_folder5\merged_image8VLG6L.png
250,68,306,125,15,output_folder5\merged_image8VLG6L.png
331,83,359,111,12,output_folder5\merged_image8VLG6L.png
6,423,53,463,2,output_folder5\merged_imageMP61I9.png
82,430,113,456,12,output_folder5\merged_imageMP61I9.png
140,428,173,458,28,output_folder5\merged_imageMP61I9.png
5,81,30,104,25,output_folder5\merged_image82NM36.png
49,81,73,106,7,output_folder5\merged_image82NM36.png
92,79,119,106,4,output_folder5\merged_image82NM36.png
5,80,52,126,0,output_folder5\merged_image67YFJA.png
80,65,165,142,26,output_folder5\merged_image67YFJA.png
193,77,253,130,18,output_folder5\merged_image67YFJA.png
277,90,304,117,4,output_folder5\merged_image67YFJA.png
327,86,365,123,9,output_folder5\merged_image67YFJA.png
5,70,44,110,2,output_folder5\merged_imageICNDMW.png
62,78,86,103,7,output_folder5\merged_imageICNDMW.png
103,76,132,105,9,output_folder5\merged_imageICNDMW.png
6,75,44,115,1,output_folder5\merged_imageXPERUR.png
69,41,190,148,7,output_folder5\merged_imageXPERUR.png
216,67,268,123,9,output_folder5\merged_imageXPERUR.png
286,74,330,115,21,output_folder5\merged_imageXPERUR.png
348,85,369,105,34,output_folder5\merged_imageXPERUR.png
5,145,41,177,11,output_folder5\merged_imageXRTFCD.png
71,151,91,172,5,output_folder5\merged_imageXRTFCD.png
121,146,156,177,24,output_folder5\merged_imageXRTFCD.png
186,143,222,180,7,output_folder5\merged_imageXRTFCD.png
252,151,271,170,1,output_folder5\merged_imageXRTFCD.png
6,87,40,123,12,output_folder5\merged_imageNR194E.png
61,94,85,118,4,output_folder5\merged_imageNR194E.png
107,75,169,137,10,output_folder5\merged_imageNR194E.png
6,103,27,125,4,output_folder5\merged_image7LOT6S.png
57,101,83,127,1,output_folder5\merged_image7LOT6S.png
113,94,155,135,15,output_folder5\merged_image7LOT6S.png
189,74,275,156,42,output_folder5\merged_image7LOT6S.png
6,85,53,132,40,output_folder5\merged_imageCJ1VVV.png
81,99,101,119,36,output_folder5\merged_imageCJ1VVV.png
136,57,243,160,25,output_folder5\merged_imageCJ1VVV.png
278,90,315,128,33,output_folder5\merged_imageCJ1VVV.png
343,96,373,122,20,output_folder5\merged_imageCJ1VVV.png
402,101,417,117,25,output_folder5\merged_imageCJ1VVV.png
5,94,39,132,17,output_folder5\merged_image8SN20Z.png
66,105,81,121,9,output_folder5\merged_image8SN20Z.png
108,89,155,138,5,output_folder5\merged_image8SN20Z.png
183,99,211,128,4,output_folder5\merged_image8SN20Z.png
6,87,23,105,35,output_folder5\merged_image95O5OQ.png
38,87,56,105,2,output_folder5\merged_image95O5OQ.png
78,47,193,144,25,output_folder5\merged_image95O5OQ.png
6,92,42,128,1,output_folder5\merged_imageAR6618.png
67,92,101,127,1,output_folder5\merged_imageAR6618.png
131,64,234,156,11,output_folder5\merged_imageAR6618.png
264,100,284,121,16,output_folder5\merged_imageAR6618.png
313,67,416,153,21,output_folder5\merged_imageAR6618.png
5,101,23,117,26,output_folder5\merged_image9GJCCE.png
48,99,69,120,2,output_folder5\merged_image9GJCCE.png
102,39,235,181,14,output_folder5\merged_image9GJCCE.png
267,87,315,131,13,output_folder5\merged_image9GJCCE.png
340,100,358,119,9,output_folder5\merged_image9GJCCE.png
385,74,463,146,23,output_folder5\merged_image9GJCCE.png
5,90,32,117,1,output_folder5\merged_image9BWEV8.png
63,81,108,126,10,output_folder5\merged_image9BWEV8.png
138,90,157,117,17,output_folder5\merged_image9BWEV8.png
6,79,41,116,12,output_folder5\merged_imageLO4H31.png
58,88,77,107,2,output_folder5\merged_imageLO4H31.png
93,82,125,113,28,output_folder5\merged_imageLO4H31.png
141,87,159,107,14,output_folder5\merged_imageLO4H31.png
175,84,200,110,12,output_folder5\merged_imageLO4H31.png
6,79,39,116,9,output_folder5\merged_image972JGC.png
55,88,74,107,5,output_folder5\merged_image972JGC.png
91,70,151,126,31,output_folder5\merged_image972JGC.png
168,75,212,120,4,output_folder5\merged_image972JGC.png
6,134,23,151,2,output_folder5\merged_imageMTO9UJ.png
47,130,72,156,36,output_folder5\merged_imageMTO9UJ.png
97,131,120,153,2,output_folder5\merged_imageMTO9UJ.png
146,128,176,159,5,output_folder5\merged_imageMTO9UJ.png
201,130,225,156,14,output_folder5\merged_imageMTO9UJ.png
6,426,38,457,5,output_folder5\merged_imageW0NAVV.png
75,369,241,514,25,output_folder5\merged_imageW0NAVV.png
280,428,306,454,5,output_folder5\merged_imageW0NAVV.png
5,102,25,120,22,output_folder5\merged_imageNNAQJE.png
56,82,109,139,9,output_folder5\merged_imageNNAQJE.png
139,88,185,134,5,output_folder5\merged_imageNNAQJE.png
215,101,236,121,31,output_folder5\merged_imageNNAQJE.png
266,93,304,129,13,output_folder5\merged_imageNNAQJE.png
335,101,355,121,4,output_folder5\merged_imageNNAQJE.png
5,88,51,136,1,output_folder5\merged_imageCHIB2W.png
78,81,140,143,15,output_folder5\merged_imageCHIB2W.png
166,92,210,132,12,output_folder5\merged_imageCHIB2W.png
236,96,265,128,39,output_folder5\merged_imageCHIB2W.png
6,123,39,157,5,output_folder5\merged_image6LQMBG.png
60,124,96,158,25,output_folder5\merged_image6LQMBG.png
118,115,175,167,22,output_folder5\merged_image6LQMBG.png
5,97,29,121,12,output_folder5\merged_imageU3DLAK.png
57,81,113,135,18,output_folder5\merged_imageU3DLAK.png
141,87,184,130,4,output_folder5\merged_imageU3DLAK.png
6,76,59,131,7,output_folder5\merged_imageWS04H8.png
83,70,137,137,38,output_folder5\merged_imageWS04H8.png
160,96,176,112,35,output_folder5\merged_imageWS04H8.png
200,85,239,124,5,output_folder5\merged_imageWS04H8.png
5,83,39,119,38,output_folder5\merged_imageXXF4PE.png
56,80,99,123,12,output_folder5\merged_imageXXF4PE.png
117,66,190,134,13,output_folder5\merged_imageXXF4PE.png
209,88,234,114,12,output_folder5\merged_imageXXF4PE.png
249,90,272,110,8,output_folder5\merged_imageXXF4PE.png
6,81,52,126,2,output_folder5\merged_imageYJTLF3.png
75,83,117,124,4,output_folder5\merged_imageYJTLF3.png
140,88,172,120,9,output_folder5\merged_imageYJTLF3.png
197,81,242,128,4,output_folder5\merged_imageYJTLF3.png
266,94,287,115,3,output_folder5\merged_imageYJTLF3.png
5,141,47,180,13,output_folder5\merged_imageIOYNC6.png
78,150,102,172,9,output_folder5\merged_imageIOYNC6.png
133,145,168,178,22,output_folder5\merged_imageIOYNC6.png
199,144,231,179,36,output_folder5\merged_imageIOYNC6.png
5,120,48,164,1,output_folder5\merged_imageQGIX0C.png
68,123,106,160,1,output_folder5\merged_imageQGIX0C.png
125,132,145,151,25,output_folder5\merged_imageQGIX0C.png
166,120,222,163,13,output_folder5\merged_imageQGIX0C.png
246,105,326,178,13,output_folder5\merged_imageQGIX0C.png
348,118,394,165,15,output_folder5\merged_imageQGIX0C.png
5,81,40,116,5,output_folder5\merged_imageLBW6V6.png
76,29,232,169,25,output_folder5\merged_imageLBW6V6.png
269,90,290,107,25,output_folder5\merged_imageLBW6V6.png
6,92,26,112,42,output_folder5\merged_imageXY74J9.png
41,89,69,115,25,output_folder5\merged_imageXY74J9.png
84,93,101,110,38,output_folder5\merged_imageXY74J9.png
116,89,140,114,7,output_folder5\merged_imageXY74J9.png
6,75,43,112,14,output_folder5\merged_imageV3HQ99.png
63,85,81,102,10,output_folder5\merged_imageV3HQ99.png
105,51,197,137,25,output_folder5\merged_imageV3HQ99.png
225,51,307,136,1,output_folder5\merged_imageV3HQ99.png
330,71,373,116,28,output_folder5\merged_imageV3HQ99.png
395,84,416,105,12,output_folder5\merged_imageV3HQ99.png
5,80,40,112,9,output_folder5\merged_imageG6M08C.png
56,70,104,123,9,output_folder5\merged_imageG6M08C.png
119,78,156,115,10,output_folder5\merged_imageG6M08C.png
172,74,218,117,31,output_folder5\merged_imageG6M08C.png
234,82,262,111,17,output_folder5\merged_imageG6M08C.png
5,90,30,115,4,output_folder5\merged_imageP9KJY0.png
51,85,85,119,8,output_folder5\merged_imageP9KJY0.png
106,82,149,123,11,output_folder5\merged_imageP9KJY0.png
172,94,188,111,7,output_folder5\merged_imageP9KJY0.png
6,88,31,113,0,output_folder5\merged_imageEKUM4X.png
50,85,81,115,5,output_folder5\merged_imageEKUM4X.png
101,81,136,119,11,output_folder5\merged_imageEKUM4X.png
157,66,231,135,25,output_folder5\merged_imageEKUM4X.png
6,92,49,135,1,output_folder5\merged_imageVEZ34V.png
77,104,93,122,41,output_folder5\merged_imageVEZ34V.png
120,90,167,137,12,output_folder5\merged_imageVEZ34V.png
195,98,222,127,4,output_folder5\merged_imageVEZ34V.png
249,104,268,123,15,output_folder5\merged_imageVEZ34V.png
6,100,27,121,2,output_folder5\merged_imageU0RGPA.png
57,81,116,140,41,output_folder5\merged_imageU0RGPA.png
148,75,218,145,12,output_folder5\merged_imageU0RGPA.png
249,89,296,132,11,output_folder5\merged_imageU0RGPA.png
326,101,344,120,35,output_folder5\merged_imageU0RGPA.png
373,93,408,128,5,output_folder5\merged_imageU0RGPA.png
6,431,38,463,1,output_folder5\merged_imageS2I3A3.png
69,430,100,462,9,output_folder5\merged_imageS2I3A3.png
131,436,154,457,26,output_folder5\merged_imageS2I3A3.png
186,433,212,459,1,output_folder5\merged_imageS2I3A3.png
243,427,278,466,15,output_folder5\merged_imageS2I3A3.png
309,438,325,456,35,output_folder5\merged_imageS2I3A3.png
5,92,26,115,38,output_folder5\merged_imageAA036T.png
46,78,103,129,26,output_folder5\merged_imageAA036T.png
125,67,183,140,38,output_folder5\merged_imageAA036T.png
204,80,246,128,15,output_folder5\merged_imageAA036T.png
264,94,285,113,31,output_folder5\merged_imageAA036T.png
9,103,97,182,13,output_folder5\merged_imageJI9BMA.png
121,131,146,156,40,output_folder5\merged_imageJI9BMA.png
167,115,230,172,28,output_folder5\merged_imageJI9BMA.png
252,134,269,152,5,output_folder5\merged_imageJI9BMA.png
290,113,351,174,34,output_folder5\merged_imageJI9BMA.png
372,128,403,158,9,output_folder5\merged_imageJI9BMA.png
5,97,31,121,11,output_folder5\merged_imageT9LNHN.png
56,85,104,133,7,output_folder5\merged_imageT9LNHN.png
128,93,160,125,8,output_folder5\merged_imageT9LNHN.png
185,98,208,121,4,output_folder5\merged_imageT9LNHN.png
233,90,275,129,23,output_folder5\merged_imageT9LNHN.png
5,95,27,117,2,output_folder5\merged_imageJH2L1E.png
47,97,67,117,38,output_folder5\merged_imageJH2L1E.png
88,93,114,120,35,output_folder5\merged_imageJH2L1E.png
6,99,28,121,10,output_folder5\merged_imageVXZ7RS.png
56,57,160,161,12,output_folder5\merged_imageVXZ7RS.png
188,97,214,123,8,output_folder5\merged_imageVXZ7RS.png
237,97,262,122,16,output_folder5\merged_imageVXZ7RS.png
286,92,320,126,10,output_folder5\merged_imageVXZ7RS.png
344,99,364,120,10,output_folder5\merged_imageVXZ7RS.png
5,102,26,124,12,output_folder5\merged_image8DJDPS.png
52,102,75,124,5,output_folder5\merged_image8DJDPS.png
101,97,135,128,26,output_folder5\merged_image8DJDPS.png
162,97,192,129,1,output_folder5\merged_image8DJDPS.png
219,91,269,134,13,output_folder5\merged_image8DJDPS.png
7,71,64,128,1,output_folder5\merged_imageDK2VDC.png
91,83,119,114,14,output_folder5\merged_imageDK2VDC.png
145,91,164,107,18,output_folder5\merged_imageDK2VDC.png
196,38,317,160,39,output_folder5\merged_imageDK2VDC.png
350,86,375,111,2,output_folder5\merged_imageDK2VDC.png
7,72,65,126,31,output_folder5\merged_imageF9XJSV.png
84,83,117,116,1,output_folder5\merged_imageF9XJSV.png
137,89,159,109,8,output_folder5\merged_imageF9XJSV.png
177,83,209,116,14,output_folder5\merged_imageF9XJSV.png
229,64,300,134,2,output_folder5\merged_imageF9XJSV.png
322,85,351,114,9,output_folder5\merged_imageF9XJSV.png
5,96,42,130,18,output_folder5\merged_imageGECX28.png
72,79,139,147,35,output_folder5\merged_imageGECX28.png
168,99,194,125,4,output_folder5\merged_imageGECX28.png
222,87,276,140,4,output_folder5\merged_imageGECX28.png
5,87,30,119,13,output_folder5\merged_imageALGXNX.png
53,88,84,119,38,output_folder5\merged_imageALGXNX.png
106,90,133,117,7,output_folder5\merged_imageALGXNX.png
156,89,188,117,18,output_folder5\merged_imageALGXNX.png
210,91,234,116,3,output_folder5\merged_imageALGXNX.png
257,94,275,113,2,output_folder5\merged_imageALGXNX.png
6,91,30,129,17,output_folder5\merged_imageTWYBNC.png
63,77,131,144,28,output_folder5\merged_imageTWYBNC.png
163,85,213,135,1,output_folder5\merged_imageTWYBNC.png
243,94,274,126,3,output_folder5\merged_imageTWYBNC.png
304,100,328,121,28,output_folder5\merged_imageTWYBNC.png
7,72,62,121,26,output_folder5\merged_image809XH7.png
79,78,116,115,5,output_folder5\merged_image809XH7.png
